Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash
SRR5117630	2018-06-15 16:34:15	2016-12-16 23:01:03	12352324	1235232400	0	100	691		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117630	SRX2433009		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868551	SAMN06161349	simple	9606	Homo sapiens	GSM2431270							no					GEO	SRA505100		public	3FFC56F5422976D4AD3D95A1C9B8D28F	A08F08566B4FB181441CFDD8DBC7582B
SRR5117631	2018-06-15 16:34:15	2016-12-16 23:00:54	13057771	1305777100	0	100	735		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117631	SRX2433009		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868551	SAMN06161349	simple	9606	Homo sapiens	GSM2431270							no					GEO	SRA505100		public	0F41044BCB0C27A8631FCD244EED9BE9	482D1713B49DB924A31199A86A3EC6EE
SRR5117632	2018-06-15 16:34:15	2016-12-16 23:02:20	14377571	1437757100	0	100	774		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117632	SRX2433010		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868553	SAMN06161383	simple	9606	Homo sapiens	GSM2431271							no					GEO	SRA505100		public	481054A00F55381A414CC3D2A2291EAF	A672457F37F7AEBB21A97522314C62FC
SRR5117633	2018-06-15 16:34:15	2016-12-16 22:57:47	2083420	208342000	0	100	118		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117633	SRX2433010		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868553	SAMN06161383	simple	9606	Homo sapiens	GSM2431271							no					GEO	SRA505100		public	86C888246474B853FACD6AAE2494E35A	ABF3D21BE5000CA3FC96E4E4A0F66A1B
SRR5117634	2018-06-15 16:34:15	2016-12-16 22:57:47	2140183	214018300	0	100	123		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117634	SRX2433010		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868553	SAMN06161383	simple	9606	Homo sapiens	GSM2431271							no					GEO	SRA505100		public	EF9C502392B3B5CFC610BF8A2F8A178C	869222BEB70D668A4A2E3DDA0007E0E7
SRR5117635	2018-06-15 16:34:15	2016-12-16 23:00:22	10765163	1076516300	0	100	605		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117635	SRX2433011		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868552	SAMN06161382	simple	9606	Homo sapiens	GSM2431272							no					GEO	SRA505100		public	82CE3D660968526A02D6E567B5346088	57FBC3F995B0D204EBA9BEC65EC36597
SRR5117636	2018-06-15 16:34:15	2016-12-16 23:01:22	10963588	1096358800	0	100	625		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117636	SRX2433011		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868552	SAMN06161382	simple	9606	Homo sapiens	GSM2431272							no					GEO	SRA505100		public	D266B3954AFCA837B0613644A82BEB27	9FE9315C5042CC4C07DD46F5D6EDCB22
SRR5117637	2018-06-15 16:34:15	2016-12-16 23:02:24	13141329	1314132900	0	100	743		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117637	SRX2433012		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868555	SAMN06161381	simple	9606	Homo sapiens	GSM2431273							no					GEO	SRA505100		public	3011FDE785236AD894922E0C41243C2E	E6FD3BD977CE582673661FDF6357DEBD
SRR5117638	2018-06-15 16:34:15	2016-12-16 23:03:18	13617584	1361758400	0	100	765		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117638	SRX2433013		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868554	SAMN06161241	simple	9606	Homo sapiens	GSM2431274							no					GEO	SRA505100		public	73E7733662FD13CB0676EC656B3929EB	C68722D33FE86C042EE2A5DD40357C6C
SRR5117639	2018-06-15 16:34:15	2016-12-16 23:02:34	14362343	1436234300	0	100	812		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117639	SRX2433013		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868554	SAMN06161241	simple	9606	Homo sapiens	GSM2431274							no					GEO	SRA505100		public	6685CBE5E31F8841CA11964F64A6429D	AE547EE299C9AB8F98FFF76E995D643C
SRR5117640	2018-06-15 16:34:15	2016-12-16 23:01:02	9685070	968507000	0	100	664		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117640	SRX2433014		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868557	SAMN06161240	simple	9606	Homo sapiens	GSM2431275							no					GEO	SRA505100		public	3C3710EE2F8B6499A64F07A7FF062279	A1410D3D6C0F328477A6ECA038A26901
SRR5117641	2018-06-15 16:34:15	2016-12-16 22:59:34	8817683	881768300	0	100	593		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117641	SRX2433014		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868557	SAMN06161240	simple	9606	Homo sapiens	GSM2431275							no					GEO	SRA505100		public	90366CB821B9740222AD3CB85A3DFA7D	3BCFAFDD0B7374C415FFD1106001799B
SRR5117642	2018-06-15 16:34:15	2016-12-16 23:05:56	25578184	2557818400	0	100	1686		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117642	SRX2433015		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868556	SAMN06161348	simple	9606	Homo sapiens	GSM2431276							no					GEO	SRA505100		public	9554224C29A2479AED720A029B5A36A4	0E8D4A8FD192652FFB41743C9561D359
SRR5117643	2018-06-15 16:34:15	2016-12-16 23:07:16	20957657	2095765700	0	100	1390		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117643	SRX2433015		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868556	SAMN06161348	simple	9606	Homo sapiens	GSM2431276							no					GEO	SRA505100		public	8E674770A37EE5A008DEDE6CF4B1B991	D39BF70D61D0E53B69B5C2B31F32E9D3
SRR5117644	2018-06-15 16:34:15	2016-12-16 23:13:50	46667561	4666756100	0	100	3064		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117644	SRX2433016		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868559	SAMN06161347	simple	9606	Homo sapiens	GSM2431277							no					GEO	SRA505100		public	19A815FB01E7467185D767BB56EB9FB5	EB06EA344388A5C29353B530D03BD509
SRR5117645	2018-06-15 16:34:15	2016-12-16 23:10:43	38696835	3869683500	0	100	2553		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117645	SRX2433016		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868559	SAMN06161347	simple	9606	Homo sapiens	GSM2431277							no					GEO	SRA505100		public	F7224222907C27794D2871E35AC90BEB	E358907323DFD2AB29CEA97D8B7D43D4
SRR5117646	2018-06-15 16:34:15	2016-12-16 23:07:38	17760629	1776062900	0	100	1258		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117646	SRX2433017		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868558	SAMN06161346	simple	9606	Homo sapiens	GSM2431278							no					GEO	SRA505100		public	185361EFFAEC804CB63543F90C4359A7	DA3BDCCED9300A845D4C6A4E3483E03D
SRR5117647	2018-06-15 16:34:15	2016-12-16 23:04:23	17175315	1717531500	0	100	1212		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117647	SRX2433017		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868558	SAMN06161346	simple	9606	Homo sapiens	GSM2431278							no					GEO	SRA505100		public	F64A164A76E37F6EEA91F24225D2F94C	20F96DC1C7898FC3F53917C89B573D33
SRR5117648	2018-06-15 16:34:15	2016-12-16 23:08:51	29336215	2933621500	0	100	2056		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117648	SRX2433018		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868560	SAMN06161345	simple	9606	Homo sapiens	GSM2431279							no					GEO	SRA505100		public	5D01E0943B011087C67CEC68FE8FC2D2	8B17C2FB0F6514FFA9B9186411A501D2
SRR5117649	2018-06-15 16:34:15	2016-12-16 23:08:24	29311064	2931106400	0	100	2054		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117649	SRX2433018		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868560	SAMN06161345	simple	9606	Homo sapiens	GSM2431279							no					GEO	SRA505100		public	1E6845AB558BC0C7C572345B16FF12AA	94716CBD2AC13E39B6CD16CEF92F9799
SRR5117650	2018-06-15 16:34:15	2016-12-16 23:03:45	17757504	1775750400	0	100	1245		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117650	SRX2433019		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868562	SAMN06161344	simple	9606	Homo sapiens	GSM2431280							no					GEO	SRA505100		public	EA3BD9BD9FFDDF3EE4BFB0ECAC29EC59	BD608F17AF2D4A4813E84B7DE2DAB86A
SRR5117651	2018-06-15 16:34:15	2016-12-16 23:03:38	17760660	1776066000	0	100	1245		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117651	SRX2433019		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868562	SAMN06161344	simple	9606	Homo sapiens	GSM2431280							no					GEO	SRA505100		public	9EBF0C986A2D5755C422DA63FA8C2BF1	F5CE3E5A0AA5E2E9E6F424F846B2CD94
SRR5117652	2018-06-15 16:34:15	2016-12-16 23:07:55	16260480	1626048000	0	100	1123		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117652	SRX2433020		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868561	SAMN06161343	simple	9606	Homo sapiens	GSM2431281							no					GEO	SRA505100		public	15C6B43F6B048BEA1DB9A0EF89629862	A713444BF4D83925358CC88685CBEAC8
SRR5117653	2018-06-15 16:34:15	2016-12-16 23:03:22	16144542	1614454200	0	100	1111		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117653	SRX2433020		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868561	SAMN06161343	simple	9606	Homo sapiens	GSM2431281							no					GEO	SRA505100		public	C00F4C568AC4C228C7F46300A02843D2	105200BBEF0489A8ED2AAF6E3A18EC5C
SRR5117654	2018-06-15 16:34:15	2016-12-16 23:06:17	25108735	2510873500	0	100	1494		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117654	SRX2433021		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868563	SAMN06161342	simple	9606	Homo sapiens	GSM2431282							no					GEO	SRA505100		public	8673091C9118A04A8EF3BDB9E5518A48	0A86387653DAC9328812FB95525057FC
SRR5117655	2018-06-15 16:34:15	2016-12-16 23:06:26	25093592	2509359200	0	100	1487		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117655	SRX2433021		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868563	SAMN06161342	simple	9606	Homo sapiens	GSM2431282							no					GEO	SRA505100		public	21E5B21A2F4C55F801BEFDE7F5D901C7	45FA9CD2FB586B3E3E30AA0C014FA252
SRR5117656	2018-06-15 16:34:15	2016-12-16 23:03:42	15767600	1576760000	0	100	1091		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117656	SRX2433022		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868564	SAMN06161341	simple	9606	Homo sapiens	GSM2431283							no					GEO	SRA505100		public	977CD7907A2FB87B750DB65DEB5CDE34	96B8208A4D8A4306690E3E51B9B687F5
SRR5117657	2018-06-15 16:34:15	2016-12-16 23:09:50	15528681	1552868100	0	100	1078		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117657	SRX2433022		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868564	SAMN06161341	simple	9606	Homo sapiens	GSM2431283							no					GEO	SRA505100		public	220E1D999460C4C9E03C1B58776992B2	77666E17916BF673230389A5A4DED51A
SRR5117658	2018-06-15 16:34:15	2016-12-16 23:04:01	17940413	1794041300	0	100	1246		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117658	SRX2433023		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868566	SAMN06161340	simple	9606	Homo sapiens	GSM2431284							no					GEO	SRA505100		public	0C79BB6B0AEE333583D4EC43E9635B5B	0E53CDF1A434F141FA63B4BE049E44EE
SRR5117659	2018-06-15 16:34:15	2016-12-16 23:05:16	17573054	1757305400	0	100	1224		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117659	SRX2433023		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868566	SAMN06161340	simple	9606	Homo sapiens	GSM2431284							no					GEO	SRA505100		public	3C2CF6C342A2064CB404C095280B708E	B9F30AADB58C5A79E381418D2B440B9F
SRR5117660	2018-06-15 16:34:15	2016-12-16 23:05:26	22970758	2297075800	0	100	1581		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117660	SRX2433024		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868565	SAMN06161339	simple	9606	Homo sapiens	GSM2431285							no					GEO	SRA505100		public	B09EA685AB6F9ED4CE7EF6C5A5A4E7BD	80D762CB6DA3AE4C23BC3469F773F94B
SRR5117661	2018-06-15 16:34:15	2016-12-16 23:05:56	22771105	2277110500	0	100	1563		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117661	SRX2433024		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868565	SAMN06161339	simple	9606	Homo sapiens	GSM2431285							no					GEO	SRA505100		public	8E81184CED64E91A72B07938C541AE4E	3A27DEA9E6B7923DAB1B2E647038E03A
SRR5117662	2018-06-15 16:34:15	2016-12-16 23:04:38	19995588	1999558800	0	100	1375		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117662	SRX2433025		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868567	SAMN06161338	simple	9606	Homo sapiens	GSM2431286							no					GEO	SRA505100		public	4683FC354C456241E8313A080DBA040F	A43FE5F2B47E43FD848810A48D6A8A41
SRR5117663	2018-06-15 16:34:15	2016-12-16 23:04:44	19752664	1975266400	0	100	1355		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117663	SRX2433025		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868567	SAMN06161338	simple	9606	Homo sapiens	GSM2431286							no					GEO	SRA505100		public	F59F261AE0147029ECDC2D56C1D1D382	A627348EADA8A28BC1EB68B89C2D6952
SRR5117664	2018-06-15 16:34:15	2016-12-16 23:04:48	19138291	1913829100	0	100	1333		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117664	SRX2433026		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868568	SAMN06161337	simple	9606	Homo sapiens	GSM2431287							no					GEO	SRA505100		public	6337F9CB427CDA187D43A2FD3BD6A946	E5C569F4559CA4F47BE4B744FF3761B5
SRR5117665	2018-06-15 16:34:15	2016-12-16 23:07:30	18782586	1878258600	0	100	1322		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117665	SRX2433026		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868568	SAMN06161337	simple	9606	Homo sapiens	GSM2431287							no					GEO	SRA505100		public	A51D09241D438FCE3312B1E66613BB6E	4292A0F5C627D79BCA58587BA3CBAA59
SRR5117666	2018-06-15 16:34:15	2016-12-16 23:02:49	13936054	1393605400	0	100	839		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117666	SRX2433027		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868569	SAMN06161336	simple	9606	Homo sapiens	GSM2431288							no					GEO	SRA505100		public	3FCB2BEF932B42596153ED687D2FD97B	1019BD34499919F4B23777635B2007D0
SRR5117667	2018-06-15 16:34:15	2016-12-16 23:02:43	14042105	1404210500	0	100	841		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117667	SRX2433027		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868569	SAMN06161336	simple	9606	Homo sapiens	GSM2431288							no					GEO	SRA505100		public	DC09F3E83E738D0AB90B0FDBD9B4B3DB	33E7574DC8FB5EB253EDB75775D92983
SRR5117668	2018-06-15 16:34:15	2016-12-16 23:03:43	14410113	1441011300	0	100	862		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117668	SRX2433028		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868570	SAMN06161335	simple	9606	Homo sapiens	GSM2431289							no					GEO	SRA505100		public	5804DE935D7F438960EB07DE12BA2361	B58CDAAAF5EE76DA1B1D4BCBFEE9C502
SRR5117669	2018-06-15 16:34:15	2016-12-16 23:03:17	14501925	1450192500	0	100	864		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117669	SRX2433028		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868570	SAMN06161335	simple	9606	Homo sapiens	GSM2431289							no					GEO	SRA505100		public	44AAEACF99FD4BE745412BAD25F32BB6	33020AE39E6E196FDDEF5F049AF611A5
SRR5117670	2018-06-15 16:34:15	2016-12-16 23:03:47	14308281	1430828100	0	100	851		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117670	SRX2433029		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868571	SAMN06161334	simple	9606	Homo sapiens	GSM2431290							no					GEO	SRA505100		public	D12EBA8F114F0095D5B7F20C2CB8DACA	6565CC49F52F6F8F128C28CD8FB74841
SRR5117671	2018-06-15 16:34:15	2016-12-16 23:03:34	14305657	1430565700	0	100	848		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117671	SRX2433029		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868571	SAMN06161334	simple	9606	Homo sapiens	GSM2431290							no					GEO	SRA505100		public	D14B6F0A13FA118C22C8B1D28950D8DB	660360EEB3AFF6F28EA7A7C363DDD212
SRR5117672	2018-06-15 16:34:15	2016-12-16 23:04:17	16275429	1627542900	0	100	975		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117672	SRX2433030		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868572	SAMN06161333	simple	9606	Homo sapiens	GSM2431291							no					GEO	SRA505100		public	2E65092022324819F831A47D13850CF5	E06B61B520686BA8502026C347C25D84
SRR5117673	2018-06-15 16:34:15	2016-12-16 23:04:41	16301554	1630155400	0	100	973		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117673	SRX2433030		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868572	SAMN06161333	simple	9606	Homo sapiens	GSM2431291							no					GEO	SRA505100		public	920A3051D8609FA2A7FBB7E2003282D7	F5B2AF329EB0A8BBA99DE0D284F0FC6E
SRR5117674	2018-06-15 16:34:16	2016-12-16 23:07:17	22941294	2294129400	0	100	1298		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117674	SRX2433031		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868573	SAMN06161332	simple	9606	Homo sapiens	GSM2431292							no					GEO	SRA505100		public	8D096E51C479D2B6876D1DBE7424B039	749EF82DC8AEAD369810FE906F6BAB74
SRR5117675	2018-06-15 16:34:16	2016-12-16 23:03:37	15798229	1579822900	0	100	832		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117675	SRX2433032		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868574	SAMN06161331	simple	9606	Homo sapiens	GSM2431293							no					GEO	SRA505100		public	526D0397CB099D980C0DCBAF5FDA8A71	2061B8A6B4B3770A475446048ECBC6A6
SRR5117676	2018-06-15 16:34:16	2016-12-16 23:01:22	7263702	726370200	0	100	406		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117676	SRX2433032		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868574	SAMN06161331	simple	9606	Homo sapiens	GSM2431293							no					GEO	SRA505100		public	27824B4F09C8E7F6B93646DB41B27BDA	19E12EC006DEBEF30322403BA28C62DC
SRR5117677	2018-06-15 16:34:16	2016-12-16 23:05:36	19180800	1918080000	0	100	1340		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117677	SRX2433033		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868575	SAMN06161330	simple	9606	Homo sapiens	GSM2431294							no					GEO	SRA505100		public	3D04AE2603F63C2615C8692A6065C842	1F3FB19D23462C784FC5F4A3E69CFB3A
SRR5117678	2018-06-15 16:34:16	2016-12-16 23:07:15	18853290	1885329000	0	100	1330		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117678	SRX2433033		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868575	SAMN06161330	simple	9606	Homo sapiens	GSM2431294							no					GEO	SRA505100		public	9320E9BE6908BEC6B9043FB9D244E572	B7C9D88AA8775515762C341406291D82
SRR5117679	2018-06-15 16:34:16	2016-12-16 23:03:38	16116454	1611645400	0	100	1122		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004997/SRR5117679	SRX2433034		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP095272	PRJNA357867		357867	SRS1868576	SAMN06161329	simple	9606	Homo sapiens	GSM2431295							no					GEO	SRA505100		public	D9B98BDEDCAAE4AEBB371F8AB349842A	921B8CDCF4744D9F9DE9D11A7B12DA21
